employee_id,first_name_th,last_name_th,first_name_en,last_name_en,email,branch_code,dept_code,position_title,position_level,reports_to_employee_id,hire_date,status,employment_type,is_canon_leader,canon_role_label
EMP-L3-00122,Staff122,Member,Staff122,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00123,Staff123,Member,Staff123,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00124,Staff124,Member,Staff124,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00125,Staff125,Member,Staff125,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00126,Staff126,Member,Staff126,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00127,Staff127,Member,Staff127,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00128,Staff128,Member,Staff128,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00129,Staff129,Member,Staff129,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00130,Staff130,Member,Staff130,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00131,Staff131,Member,Staff131,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00132,Staff132,Member,Staff132,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00133,Staff133,Member,Staff133,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00134,Staff134,Member,Staff134,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00135,Staff135,Member,Staff135,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00136,Staff136,Member,Staff136,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00137,Staff137,Member,Staff137,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00138,Staff138,Member,Staff138,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00139,Staff139,Member,Staff139,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00140,Staff140,Member,Staff140,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00141,Staff141,Member,Staff141,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00142,Staff142,Member,Staff142,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00143,Staff143,Member,Staff143,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00144,Staff144,Member,Staff144,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00145,Staff145,Member,Staff145,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00146,Staff146,Member,Staff146,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00147,Staff147,Member,Staff147,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00148,Staff148,Member,Staff148,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00149,Staff149,Member,Staff149,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00150,Staff150,Member,Staff150,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00151,Staff151,Member,Staff151,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00152,Staff152,Member,Staff152,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00153,Staff153,Member,Staff153,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00154,Staff154,Member,Staff154,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00155,Staff155,Member,Staff155,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00156,Staff156,Member,Staff156,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00157,Staff157,Member,Staff157,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00158,Staff158,Member,Staff158,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00159,Staff159,Member,Staff159,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00160,Staff160,Member,Staff160,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00161,Staff161,Member,Staff161,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00162,Staff162,Member,Staff162,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00163,Staff163,Member,Staff163,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00164,Staff164,Member,Staff164,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00165,Staff165,Member,Staff165,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00166,Staff166,Member,Staff166,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00167,Staff167,Member,Staff167,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00168,Staff168,Member,Staff168,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00169,Staff169,Member,Staff169,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00170,Staff170,Member,Staff170,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00171,Staff171,Member,Staff171,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00172,Staff172,Member,Staff172,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00173,Staff173,Member,Staff173,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00174,Staff174,Member,Staff174,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00175,Staff175,Member,Staff175,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00176,Staff176,Member,Staff176,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00177,Staff177,Member,Staff177,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00178,Staff178,Member,Staff178,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00179,Staff179,Member,Staff179,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00180,Staff180,Member,Staff180,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00181,Staff181,Member,Staff181,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00182,Staff182,Member,Staff182,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00183,Staff183,Member,Staff183,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00184,Staff184,Member,Staff184,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00185,Staff185,Member,Staff185,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00186,Staff186,Member,Staff186,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00187,Staff187,Member,Staff187,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00188,Staff188,Member,Staff188,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00189,Staff189,Member,Staff189,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00190,Staff190,Member,Staff190,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
